,Date,Vis_Team,Inning,Batting,Outs,Balls,Strikes,Pitch_Sequence,Vis_Score,Home_Score,Batter,Batter_Hand,Pitcher,Pitcher_Hand,First_Runner,Second_Runner,Third_Runner,Event_Text,Is_Leadoff,Event_Type,RBI,Event_Number
3614,PIT201907200,PHI,2,1,2,1,2,S1SBX,0,0,newmk001,R,efliz001,R,bellj005,,,53/G,F,2,0,13
3618,PIT201907200,PHI,3,1,0,1,2,CSBS,0,0,stalj001,R,efliz001,R,,,,K,T,3,0,17
3619,PIT201907200,PHI,3,1,1,0,0,X,0,0,musgj001,R,efliz001,R,,,,D7/L,F,21,0,18
3620,PIT201907200,PHI,3,1,1,0,1,FX,0,0,fraza001,L,efliz001,R,,musgj001,,7/F,F,2,0,19
3621,PIT201907200,PHI,3,1,2,2,0,B*BX,0,0,reynb001,L,efliz001,R,,musgj001,,S9/L.2-H;B-2(TH),F,20,1,20
3622,PIT201907200,PHI,3,1,2,1,0,BX,0,1,marts002,R,efliz001,R,,reynb001,,D7/L+.2-H,F,21,1,21
3623,PIT201907200,PHI,3,1,2,2,2,CBC*BX,0,2,bellj005,L,efliz001,R,,marts002,,S8/F-.2-H,F,20,1,22
3624,PIT201907200,PHI,3,1,2,0,0,X,0,3,morac001,L,efliz001,R,bellj005,,,3/G-,F,2,0,23
3630,PIT201907200,PHI,4,1,0,1,1,BSX,0,3,dickc002,L,efliz001,R,,,,D8/L+,T,21,0,29
3631,PIT201907200,PHI,4,1,0,1,2,LFFFBFX,0,3,newmk001,R,efliz001,R,,dickc002,,63/G.2-3,F,2,0,30
3632,PIT201907200,PHI,4,1,1,1,1,*BFX,0,3,stalj001,R,efliz001,R,,,dickc002,FC6/G.3XH(62),F,19,0,31
3633,PIT201907200,PHI,4,1,2,0,0,X,0,3,musgj001,R,efliz001,R,stalj001,,,64(1)/FO/G,F,2,0,32
3639,PIT201907200,PHI,5,1,0,1,1,.BCX,1,3,fraza001,L,piven001,R,,,,31/G,T,2,0,38
3640,PIT201907200,PHI,5,1,1,2,0,BBX,1,3,reynb001,L,piven001,R,,,,7/F,F,2,0,39
3641,PIT201907200,PHI,5,1,2,2,2,BFBCX,1,3,marts002,R,piven001,R,,,,S2/G-.B-2(E2/TH),F,20,0,40
3642,PIT201907200,PHI,5,1,2,3,0,BBVV,1,3,bellj005,L,piven001,R,,marts002,,IW,F,15,0,41
3643,PIT201907200,PHI,5,1,2,2,2,BBFFS,1,3,morac001,L,piven001,R,bellj005,marts002,,K,F,3,0,42
3648,PIT201907200,PHI,6,1,0,1,0,BX,1,3,dickc002,L,piven001,R,,,,D8/L+,T,21,0,47
3649,PIT201907200,PHI,6,1,0,0,1,CX,1,3,newmk001,R,piven001,R,,dickc002,,FC1/G.2-3,F,19,0,48
3650,PIT201907200,PHI,6,1,0,3,2,.BFFB1BFX,1,3,cabrm002,L,piven001,R,newmk001,,dickc002,64(1)3/GDP.3-H(NR),F,2,0,49
3651,PIT201907200,PHI,6,1,2,0,2,.CCX,1,4,diaze005,R,piven001,R,,,,S9/G,F,20,0,50
3652,PIT201907200,PHI,6,1,2,1,1,CBB,1,4,fraza001,L,piven001,R,diaze005,,,WP.1-2,F,9,0,51
3653,PIT201907200,PHI,6,1,2,2,1,CBB.X,1,4,fraza001,L,piven001,R,,diaze005,,43/G,F,2,0,52
3658,PIT201907200,PHI,7,1,0,1,1,.FBX,1,4,reynb001,L,morim002,R,,,,31/G,T,2,0,57
3659,PIT201907200,PHI,7,1,1,0,0,X,1,4,marts002,R,morim002,R,,,,D8/L,F,21,0,58
3660,PIT201907200,PHI,7,1,1,1,2,SBFX,1,4,bellj005,L,morim002,R,,marts002,,8/F.2-3,F,2,0,59
3661,PIT201907200,PHI,7,1,2,0,1,SX,1,4,morac001,L,morim002,R,,,marts002,D9/L.3-H,F,21,1,60
3662,PIT201907200,PHI,7,1,2,2,2,FB*BSX,1,5,dickc002,L,morim002,R,,morac001,,7/F,F,2,0,61
3666,PIT201907200,PHI,8,1,0,3,2,.BFFBFFBFX,1,5,newmk001,R,salaf001,R,,,,S8/G,T,20,0,65
3667,PIT201907200,PHI,8,1,0,2,2,.1C*B1T*BX,1,5,osunj001,R,salaf001,R,newmk001,,,6/P,F,2,0,66
3668,PIT201907200,PHI,8,1,1,1,2,1FFBS,1,5,diaze005,R,salaf001,R,newmk001,,,K/BINT,F,3,0,67
3669,PIT201907200,PHI,8,1,2,0,0,1X,1,5,fraza001,L,salaf001,R,newmk001,,,S7/L.1-2,F,20,0,68
3670,PIT201907200,PHI,8,1,2,0,0,X,1,5,reynb001,L,salaf001,R,fraza001,newmk001,,S1/L+.2-3;1-2,F,20,0,69
3671,PIT201907200,PHI,8,1,2,2,0,B*BX,1,5,marts002,R,salaf001,R,reynb001,fraza001,newmk001,9/F,F,2,0,70
3679,PIT201907210,PHI,1,1,0,1,1,CBX,0,0,newmk001,R,smyld001,L,,,,D7/G,T,21,0,5
3680,PIT201907210,PHI,1,1,0,3,2,BBBCFS,0,0,reynb001,R,smyld001,L,,newmk001,,K,F,3,0,6
3681,PIT201907210,PHI,1,1,1,1,1,BSX,0,0,marts002,R,smyld001,L,,newmk001,,8/F.2-3,F,2,0,7
3682,PIT201907210,PHI,1,1,2,3,2,CS*BB*BFB,0,0,bellj005,R,smyld001,L,,,newmk001,W,F,14,0,8
3683,PIT201907210,PHI,1,1,2,1,1,BFX,0,0,cabrm002,R,smyld001,L,bellj005,,newmk001,S7/L.3-H;1-2,F,20,1,9
3684,PIT201907210,PHI,1,1,2,0,2,SFFX,0,1,osunj001,R,smyld001,L,cabrm002,bellj005,,5(2)/FO/G,F,2,0,10
3689,PIT201907210,PHI,2,1,0,1,2,CSBS,0,1,kangj001,R,smyld001,L,,,,K,T,3,0,15
3690,PIT201907210,PHI,2,1,1,2,2,CSBBFX,0,1,diaze005,R,smyld001,L,,,,63/G,F,2,0,16
3691,PIT201907210,PHI,2,1,2,0,2,CFFS,0,1,agrad001,R,smyld001,L,,,,K,F,3,0,17
3695,PIT201907210,PHI,3,1,0,3,2,BBFBFB,0,1,newmk001,R,smyld001,L,,,,W,T,14,0,21
3696,PIT201907210,PHI,3,1,0,0,0,1X,0,1,reynb001,R,smyld001,L,newmk001,,,8/F,F,2,0,22
3697,PIT201907210,PHI,3,1,1,0,0,1X,0,1,marts002,R,smyld001,L,newmk001,,,13/G-.1-2,F,2,0,23
3698,PIT201907210,PHI,3,1,2,2,2,BCCBS,0,1,bellj005,R,smyld001,L,,newmk001,,K,F,3,0,24
3704,PIT201907210,PHI,4,1,0,2,2,...BCFBX,1,1,cabrm002,R,smyld001,L,,,,63/G,T,2,0,30
3705,PIT201907210,PHI,4,1,1,0,1,FX,1,1,osunj001,R,smyld001,L,,,,S8/L,F,20,0,31
3706,PIT201907210,PHI,4,1,1,2,2,BSF*B1S,1,1,kangj001,R,smyld001,L,osunj001,,,K,F,3,0,32
3707,PIT201907210,PHI,4,1,2,0,0,X,1,1,diaze005,R,smyld001,L,osunj001,,,63/G,F,2,0,33
3712,PIT201907210,PHI,5,1,0,0,2,FFFS,1,1,agrad001,R,smyld001,L,,,,K,T,3,0,38
3713,PIT201907210,PHI,5,1,1,2,2,CFBBS,1,1,newmk001,R,smyld001,L,,,,K23,F,3,0,39
3714,PIT201907210,PHI,5,1,2,3,2,CBBBSS,1,1,reynb001,R,smyld001,L,,,,K,F,3,0,40
3718,PIT201907210,PHI,6,1,0,3,1,BSBBX,1,1,marts002,R,smyld001,L,,,,S8/L.BX2(86),T,20,0,44
3719,PIT201907210,PHI,6,1,1,3,2,CFFBBFFBX,1,1,bellj005,R,smyld001,L,,,,3/P,F,2,0,45
3720,PIT201907210,PHI,6,1,2,0,0,X,1,1,cabrm002,R,smyld001,L,,,,63/G,F,2,0,46
3725,PIT201907210,PHI,7,1,0,1,0,.BX,1,1,osunj001,R,nicaj001,R,,,,63/G,T,2,0,51
3726,PIT201907210,PHI,7,1,1,1,1,.CBX,1,1,morac001,L,nicaj001,R,,,,13/G-,F,2,0,52
3727,PIT201907210,PHI,7,1,2,2,0,BBX,1,1,diaze005,R,nicaj001,R,,,,43/G,F,2,0,53
3731,PIT201907210,PHI,8,1,0,1,2,.FFBS,1,1,fraza001,L,morga001,L,,,,K,T,3,0,57
3732,PIT201907210,PHI,8,1,1,3,2,CBBBFFB,1,1,newmk001,R,morga001,L,,,,W,F,14,0,58
3733,PIT201907210,PHI,8,1,1,2,2,BFFF1BFFS,1,1,reynb001,R,morga001,L,newmk001,,,K,F,3,0,59
3734,PIT201907210,PHI,8,1,2,1,2,BSCB,1,1,marts002,R,morga001,L,newmk001,,,CS2(24),F,6,0,60
3739,PIT201907210,PHI,9,1,0,0,1,..CH,1,1,marts002,R,nerih001,R,,,,HP,T,16,0,65
3740,PIT201907210,PHI,9,1,0,0,2,11SS1FX,1,1,bellj005,L,nerih001,R,marts002,,,43/G.1-2,F,2,0,66
3741,PIT201907210,PHI,9,1,1,0,2,FFFX,1,1,cabrm002,L,nerih001,R,,marts002,,3/G.2-3,F,2,0,67
3742,PIT201907210,PHI,9,1,2,3,0,.VVVV,1,1,dickc002,L,nerih001,R,,,marts002,IW,F,15,0,68
3743,PIT201907210,PHI,9,1,2,0,0,S,1,1,morac001,L,nerih001,R,dickc002,,marts002,DI.1-2,F,5,0,69
3744,PIT201907210,PHI,9,1,2,0,1,S.H,1,1,morac001,L,nerih001,R,,dickc002,marts002,HP,F,16,0,70
3745,PIT201907210,PHI,9,1,2,2,2,CFFBFBFX,1,1,diaze005,R,nerih001,R,morac001,dickc002,marts002,7/L,F,2,0,71
3750,PIT201907210,PHI,10,1,0,0,1,.FX,1,1,fraza001,L,suarr001,L,,,,D9/L+,T,21,0,76
3751,PIT201907210,PHI,10,1,0,2,1,LBBX,1,1,newmk001,R,suarr001,L,,fraza001,,14/BG/SH.2-3,F,2,0,77
3752,PIT201907210,PHI,10,1,1,3,2,*BC*BFBS,1,1,reynb001,R,suarr001,L,,,fraza001,K,F,3,0,78
3753,PIT201907210,PHI,10,1,2,0,2,FFX,1,1,marts002,R,suarr001,L,,,fraza001,53/G,F,2,0,79
3758,PIT201907210,PHI,11,1,0,1,0,BX,2,1,bellj005,R,suarr001,L,,,,53/G,T,2,0,84
3759,PIT201907210,PHI,11,1,1,1,0,BX,2,1,cabrm002,R,suarr001,L,,,,S8/L,F,20,0,85
3760,PIT201907210,PHI,11,1,1,2,2,.CF*B*BC,2,1,stalj001,R,suarr001,L,cabrm002,,,K,F,3,0,86
3761,PIT201907210,PHI,11,1,2,2,2,CBB1CC,2,1,morac001,L,suarr001,L,cabrm002,,,K,F,3,0,87
3766,PIT201907220,SLN,1,1,0,3,1,CBBBB,0,0,fraza001,L,poncd001,R,,,,W,T,14,0,5
3767,PIT201907220,SLN,1,1,0,2,2,SBFBFFX,0,0,reynb001,L,poncd001,R,fraza001,,,8/F,F,2,0,6
3768,PIT201907220,SLN,1,1,1,1,2,FCFBX,0,0,marts002,R,poncd001,R,fraza001,,,S9/L.1-3,F,20,0,7
3769,PIT201907220,SLN,1,1,1,3,2,1SBBBTB,0,0,bellj005,L,poncd001,R,marts002,,fraza001,W.1-2,F,14,0,8
3770,PIT201907220,SLN,1,1,1,0,2,SSC,0,0,morac001,L,poncd001,R,bellj005,marts002,fraza001,K,F,3,0,9
3771,PIT201907220,SLN,1,1,2,3,2,B*BSBTFFT,0,0,dickc002,L,poncd001,R,bellj005,marts002,fraza001,K,F,3,0,10
3775,PIT201907220,SLN,2,1,0,3,2,BBSBFFFX,0,0,newmk001,R,poncd001,R,,,,4/P,T,2,0,14
3776,PIT201907220,SLN,2,1,1,3,2,BBSFBFC,0,0,diaze005,R,poncd001,R,,,,K,F,3,0,15
3777,PIT201907220,SLN,2,1,2,0,2,CCX,0,0,willt002,R,poncd001,R,,,,3/G,F,2,0,16
3784,PIT201907220,SLN,3,1,0,3,2,CBTBFBB,1,0,fraza001,L,poncd001,R,,,,W,T,14,0,23
3785,PIT201907220,SLN,3,1,0,2,1,B1SBX,1,0,reynb001,L,poncd001,R,fraza001,,,16(1)3/GDP,F,2,0,24
3786,PIT201907220,SLN,3,1,2,3,1,BBBCX,1,0,marts002,R,poncd001,R,,,,S7/G,F,20,0,25
3787,PIT201907220,SLN,3,1,2,3,2,F1BFFF*B+1*BB,1,0,bellj005,L,poncd001,R,marts002,,,W.1-2,F,14,0,26
3788,PIT201907220,SLN,3,1,2,2,2,SSFFBBX,1,0,morac001,L,poncd001,R,bellj005,marts002,,S8/L.2-H;1-2,F,20,1,27
3789,PIT201907220,SLN,3,1,2,0,2,SSX,1,1,dickc002,L,poncd001,R,morac001,bellj005,,43/G,F,2,0,28
3795,PIT201907220,SLN,4,1,0,3,2,.CBSBBX,2,1,newmk001,R,wachm001,R,,,,63/G,T,2,0,34
3796,PIT201907220,SLN,4,1,1,1,0,BX,2,1,diaze005,R,wachm001,R,,,,S9/L,F,20,0,35
3797,PIT201907220,SLN,4,1,1,0,0,X,2,1,willt002,R,wachm001,R,diaze005,,,24/BG/SH.1-2,F,2,0,36
3798,PIT201907220,SLN,4,1,2,3,2,BBBCFB,2,1,fraza001,L,wachm001,R,,diaze005,,W,F,14,0,37
3799,PIT201907220,SLN,4,1,2,1,0,BX,2,1,reynb001,L,wachm001,R,fraza001,diaze005,,D9/L+.2-H;1-3,F,21,1,38
3800,PIT201907220,SLN,4,1,2,3,2,BSBBSX,2,2,marts002,R,wachm001,R,,reynb001,fraza001,43/G,F,2,0,39
3807,PIT201907220,SLN,5,1,0,0,0,X,2,2,bellj005,L,wachm001,R,,,,63/G,T,2,0,46
3808,PIT201907220,SLN,5,1,1,3,2,CSFBFBFBX,2,2,morac001,L,wachm001,R,,,,8/F,F,2,0,47
3809,PIT201907220,SLN,5,1,2,0,0,X,2,2,dickc002,L,wachm001,R,,,,8/L+,F,2,0,48
3813,PIT201907220,SLN,6,1,0,0,0,X,2,2,newmk001,R,wachm001,R,,,,S7/G,T,20,0,52
3814,PIT201907220,SLN,6,1,0,0,0,1S,2,2,diaze005,R,wachm001,R,newmk001,,,CS2(24),F,6,0,53
3815,PIT201907220,SLN,6,1,1,2,2,1S.FBBFS,2,2,diaze005,R,wachm001,R,,,,K,F,3,0,54
3816,PIT201907220,SLN,6,1,2,1,2,.CBFX,2,2,osunj001,R,wachm001,R,,,,53/G,F,2,0,55
3820,PIT201907220,SLN,7,1,0,2,2,.BBCCX,2,2,fraza001,L,webbt001,L,,,,7/L,T,2,0,59
3821,PIT201907220,SLN,7,1,1,3,1,BBBCX,2,2,reynb001,R,webbt001,L,,,,43/G,F,2,0,60
3822,PIT201907220,SLN,7,1,2,1,1,BFX,2,2,marts002,R,webbt001,L,,,,6/P,F,2,0,61
3826,PIT201907220,SLN,8,1,0,0,0,X,2,2,bellj005,R,webbt001,L,,,,43/G,T,2,0,65
3827,PIT201907220,SLN,8,1,1,3,2,.BBBFFC,2,2,kangj001,R,webbt001,L,,,,K,F,3,0,66
3828,PIT201907220,SLN,8,1,2,3,2,BBFCFBFFX,2,2,dickc002,L,webbt001,L,,,,6/P,F,2,0,67
3832,PIT201907220,SLN,9,1,0,3,2,...BFBBFC,2,2,newmk001,R,brebj001,R,,,,K,T,3,0,71
3833,PIT201907220,SLN,9,1,1,2,2,TBBCC,2,2,diaze005,R,brebj001,R,,,,K,F,3,0,72
3834,PIT201907220,SLN,9,1,2,3,2,.BBBCCFX,2,2,cabrm002,L,brebj001,R,,,,S4/G,F,20,0,73
3835,PIT201907220,SLN,9,1,2,2,2,..FFB*BH,2,2,fraza001,L,shrec001,L,musgj001,,,HP.1-2,F,16,0,74
3836,PIT201907220,SLN,9,1,2,3,2,*BB*BFFS,2,2,reynb001,R,shrec001,L,fraza001,musgj001,,K,F,3,0,75
3847,PIT201907220,SLN,10,1,0,2,1,.BBCX,6,2,marts002,R,shrec001,L,,,,D7/L,T,21,0,86
3848,PIT201907220,SLN,10,1,0,1,1,BFX,6,2,bellj005,R,shrec001,L,,marts002,,D7/L+.2-H,F,21,1,87
3849,PIT201907220,SLN,10,1,0,0,0,.X,6,3,kangj001,R,martc006,R,,bellj005,,HR/78/L.2-H,F,23,2,88
3850,PIT201907220,SLN,10,1,0,0,0,X,6,5,dickc002,L,martc006,R,,,,S9/G,F,20,0,89
3851,PIT201907220,SLN,10,1,0,3,1,BBBCX,6,5,newmk001,R,martc006,R,dickc002,,,E6/FO/G.1-2,F,18,0,90
3852,PIT201907220,SLN,10,1,0,0,1,LX,6,5,diaze005,R,martc006,R,newmk001,dickc002,,15(2)/FO/BG-.1-2,F,2,0,91
3853,PIT201907220,SLN,10,1,1,1,2,.BSFFX,6,5,stalj001,R,martc006,R,diaze005,newmk001,,S9/G.2XH(92);1-3(TH),F,20,0,92
3854,PIT201907220,SLN,10,1,2,0,0,X,6,5,fraza001,L,martc006,R,stalj001,,diaze005,9/F,F,2,0,93
3859,PIT201907230,SLN,1,1,0,3,1,CBBBX,0,0,fraza001,L,hudsd002,R,,,,S8/L+,T,20,0,5
3860,PIT201907230,SLN,1,1,0,3,2,BFF1BBB,0,0,reynb001,L,hudsd002,R,fraza001,,,W.1-2,F,14,0,6
3861,PIT201907230,SLN,1,1,0,2,1,FBBX,0,0,marts002,R,hudsd002,R,reynb001,fraza001,,HR/8/F.2-H;1-H,F,23,3,7
3862,PIT201907230,SLN,1,1,0,2,1,BFBX,0,3,bellj005,L,hudsd002,R,,,,8/L,F,2,0,8
3863,PIT201907230,SLN,1,1,1,0,2,TFS,0,3,morac001,L,hudsd002,R,,,,K,F,3,0,9
3864,PIT201907230,SLN,1,1,2,1,2,CBFX,0,3,dickc002,L,hudsd002,R,,,,D8/L+,F,21,0,10
3865,PIT201907230,SLN,1,1,2,0,1,CX,0,3,newmk001,R,hudsd002,R,,dickc002,,43/G,F,2,0,11
3871,PIT201907230,SLN,2,1,0,0,1,CX,1,3,stalj001,R,hudsd002,R,,,,53/G,T,2,0,17
3872,PIT201907230,SLN,2,1,1,0,1,CX,1,3,archc001,R,hudsd002,R,,,,2/G-,F,2,0,18
3873,PIT201907230,SLN,2,1,2,3,2,CFBBBX,1,3,fraza001,L,hudsd002,R,,,,31/G,F,2,0,19
3879,PIT201907230,SLN,3,1,0,1,0,BX,3,3,reynb001,L,hudsd002,R,,,,43/G,T,2,0,25
3880,PIT201907230,SLN,3,1,1,0,0,X,3,3,marts002,R,hudsd002,R,,,,63/G,F,2,0,26
3881,PIT201907230,SLN,3,1,2,0,0,X,3,3,bellj005,L,hudsd002,R,,,,D8/L+,F,21,0,27
3882,PIT201907230,SLN,3,1,2,0,2,CFS,3,3,morac001,L,hudsd002,R,,bellj005,,K,F,3,0,28
3888,PIT201907230,SLN,4,1,0,1,1,BFX,3,3,dickc002,L,hudsd002,R,,,,5/P5F,T,2,0,34
3889,PIT201907230,SLN,4,1,1,3,2,FFBBBX,3,3,newmk001,R,hudsd002,R,,,,S7/L,F,20,0,35
3890,PIT201907230,SLN,4,1,1,0,1,1C1X,3,3,stalj001,R,hudsd002,R,newmk001,,,9/F,F,2,0,36
3891,PIT201907230,SLN,4,1,2,0,2,SSS,3,3,archc001,R,hudsd002,R,newmk001,,,K,F,3,0,37
3896,PIT201907230,SLN,5,1,0,0,1,CX,4,3,fraza001,L,hudsd002,R,,,,S8/L,T,20,0,42
3897,PIT201907230,SLN,5,1,0,3,0,B*BBB,4,3,reynb001,L,hudsd002,R,fraza001,,,W.1-2,F,14,0,43
3898,PIT201907230,SLN,5,1,0,3,1,BBFBB,4,3,marts002,R,hudsd002,R,reynb001,fraza001,,W.2-3;1-2,F,14,0,44
3899,PIT201907230,SLN,5,1,0,0,2,FFS,4,3,bellj005,L,hudsd002,R,marts002,reynb001,fraza001,K,F,3,0,45
3900,PIT201907230,SLN,5,1,1,0,1,SX,4,3,morac001,L,hudsd002,R,marts002,reynb001,fraza001,6(1)3/GDP,F,2,0,46
3905,PIT201907230,SLN,6,1,0,2,0,BBX,4,3,dickc002,L,hudsd002,R,,,,13/G,T,2,0,51
3906,PIT201907230,SLN,6,1,1,0,0,X,4,3,newmk001,R,hudsd002,R,,,,9/L,F,2,0,52
3907,PIT201907230,SLN,6,1,2,0,2,FCS,4,3,stalj001,R,hudsd002,R,,,,K,F,3,0,53
3911,PIT201907230,SLN,7,1,0,0,1,CX,4,3,diaze005,R,hudsd002,R,,,,3/P3F,T,2,0,57
3912,PIT201907230,SLN,7,1,1,2,2,...BCBSX,4,3,fraza001,L,gallg001,R,,,,53/G,F,2,0,58
3913,PIT201907230,SLN,7,1,2,3,2,BSCBBS,4,3,reynb001,L,gallg001,R,,,,K,F,3,0,59
3917,PIT201907230,SLN,8,1,0,0,0,X,4,3,marts002,R,gallg001,R,,,,9/F9LF,T,2,0,63
3918,PIT201907230,SLN,8,1,1,0,2,SFS,4,3,bellj005,L,gallg001,R,,,,K23,F,3,0,64
3919,PIT201907230,SLN,8,1,2,1,2,FFBS,4,3,morac001,L,gallg001,R,,,,K,F,3,0,65
3923,PIT201907230,SLN,9,1,0,1,0,..BX,4,3,cabrm002,R,milla002,L,,,,8/F,T,2,0,69
3924,PIT201907230,SLN,9,1,1,3,2,BCBCFBFFFX,4,3,newmk001,R,milla002,L,,,,6/L,F,2,0,70
3925,PIT201907230,SLN,9,1,2,3,2,.BCBBTFX,4,3,osunj001,R,milla002,L,,,,8/F,F,2,0,71
3929,PIT201907240,SLN,1,1,0,3,2,FBCBFFBB,0,0,fraza001,L,waina001,R,,,,W,T,14,0,4
3930,PIT201907240,SLN,1,1,0,3,2,BBBC1CB,0,0,dickc002,L,waina001,R,fraza001,,,W.1-2,F,14,0,5
3931,PIT201907240,SLN,1,1,0,0,1,C2X,0,0,marts002,R,waina001,R,dickc002,fraza001,,S8/G.2-H;1-2,F,20,1,6
3932,PIT201907240,SLN,1,1,0,2,2,CBBFS,0,1,bellj005,L,waina001,R,marts002,dickc002,,K,F,3,0,7
3933,PIT201907240,SLN,1,1,1,3,1,BBSBB,0,1,cabrm002,L,waina001,R,marts002,dickc002,,W.2-3;1-2,F,14,0,8
3934,PIT201907240,SLN,1,1,1,1,1,FBX,0,1,morac001,L,waina001,R,cabrm002,marts002,dickc002,9/L/SF.3-H;2-3,F,2,1,9
3935,PIT201907240,SLN,1,1,2,0,0,X,0,2,newmk001,R,waina001,R,cabrm002,,marts002,9/F,F,2,0,10
3949,PIT201907240,SLN,2,1,0,1,2,CFBFFX,9,2,diaze005,R,waina001,R,,,,43/G,T,2,0,24
3950,PIT201907240,SLN,2,1,1,0,1,CX,9,2,escol001,R,waina001,R,,,,53/G,F,2,0,25
3951,PIT201907240,SLN,2,1,2,3,2,CBFBFBFX,9,2,fraza001,L,waina001,R,,,,S5/G.B-2(E5/TH),F,20,0,26
3952,PIT201907240,SLN,2,1,2,1,2,SCBX,9,2,dickc002,L,waina001,R,,fraza001,,D9/L+.2-H,F,21,1,27
3953,PIT201907240,SLN,2,1,2,3,2,BFBC*BFFX,9,3,marts002,R,waina001,R,,dickc002,,D7/L+.2-H,F,21,1,28
3954,PIT201907240,SLN,2,1,2,3,1,BBFBB,9,4,bellj005,L,waina001,R,,marts002,,W,F,14,0,29
3955,PIT201907240,SLN,2,1,2,2,1,FBBX,9,4,cabrm002,L,waina001,R,bellj005,marts002,,3/G,F,2,0,30
3961,PIT201907240,SLN,3,1,0,3,2,BFBBFFX,9,4,morac001,L,waina001,R,,,,3/G,T,2,0,36
3962,PIT201907240,SLN,3,1,1,0,2,CSX,9,4,newmk001,R,waina001,R,,,,53/G,F,2,0,37
3963,PIT201907240,SLN,3,1,2,2,1,BBCX,9,4,diaze005,R,waina001,R,,,,D9/F,F,21,0,38
3964,PIT201907240,SLN,3,1,2,2,2,CBS*BS,9,4,escol001,R,waina001,R,,diaze005,,K,F,3,0,39
3976,PIT201907240,SLN,4,1,0,1,2,BFFC,13,4,fraza001,L,waina001,R,,,,K,T,3,0,51
3977,PIT201907240,SLN,4,1,1,0,0,X,13,4,dickc002,L,waina001,R,,,,9/F+,F,2,0,52
3978,PIT201907240,SLN,4,1,2,2,2,CBBSC,13,4,marts002,R,waina001,R,,,,K,F,3,0,53
3983,PIT201907240,SLN,5,1,0,0,1,CX,13,4,bellj005,L,waina001,R,,,,9/F,T,2,0,58
3984,PIT201907240,SLN,5,1,1,0,1,CX,13,4,cabrm002,L,waina001,R,,,,43/G,F,2,0,59
3985,PIT201907240,SLN,5,1,2,2,2,FBBCFS,13,4,morac001,L,waina001,R,,,,K,F,3,0,60
3990,PIT201907240,SLN,6,1,0,0,0,.X,13,4,newmk001,R,mayem001,R,,,,43/G,T,2,0,65
3991,PIT201907240,SLN,6,1,1,3,2,CBFBBFX,13,4,diaze005,R,mayem001,R,,,,S9/L,F,20,0,66
3992,PIT201907240,SLN,6,1,1,1,1,.BFX,13,4,osunj001,R,mayem001,R,diaze005,,,9/F,F,2,0,67
3993,PIT201907240,SLN,6,1,2,2,2,BCFBX,13,4,fraza001,L,mayem001,R,diaze005,,,7/F,F,2,0,68
3997,PIT201907240,SLN,7,1,0,3,2,..FBBBSB,13,4,dickc002,L,mayem001,R,,,,W,T,14,0,72
3998,PIT201907240,SLN,7,1,0,0,0,X,13,4,marts002,R,mayem001,R,dickc002,,,D7/L+.1-3,F,21,0,73
3999,PIT201907240,SLN,7,1,0,2,1,BBSX,13,4,kangj001,R,mayem001,R,,marts002,dickc002,3/P,F,2,0,74
4000,PIT201907240,SLN,7,1,1,0,0,X,13,4,cabrm002,L,mayem001,R,,marts002,dickc002,S7/F.3-H;2-H,F,20,2,75
4001,PIT201907240,SLN,7,1,1,0,1,CX,13,6,morac001,L,mayem001,R,cabrm002,,,8/F,F,2,0,76
4002,PIT201907240,SLN,7,1,2,2,1,CBBX,13,6,newmk001,R,mayem001,R,cabrm002,,,46(1)/FO/G,F,2,0,77
4007,PIT201907240,SLN,8,1,0,1,1,...BCX,14,6,diaze005,R,brebj001,R,,,,9/F,T,2,0,82
4008,PIT201907240,SLN,8,1,1,0,1,FX,14,6,osunj001,R,brebj001,R,,,,9/F,F,2,0,83
4009,PIT201907240,SLN,8,1,2,1,0,BX,14,6,fraza001,L,brebj001,R,,,,43/G,F,2,0,84
4013,PIT201907240,SLN,9,1,0,2,2,CSBBX,14,6,dickc002,L,brebj001,R,,,,D9/L,T,21,0,88
4014,PIT201907240,SLN,9,1,0,1,1,BFX,14,6,marts002,R,brebj001,R,,dickc002,,D7/L+.2-H,F,21,1,89
4015,PIT201907240,SLN,9,1,0,0,0,X,14,7,kangj001,R,brebj001,R,,marts002,,13/G,F,2,0,90
4016,PIT201907240,SLN,9,1,1,0,1,CX,14,7,cabrm002,L,brebj001,R,,marts002,,6/P,F,2,0,91
4017,PIT201907240,SLN,9,1,2,1,1,FBX,14,7,morac001,L,brebj001,R,,marts002,,S9/L+.2-H,F,20,1,92
4018,PIT201907240,SLN,9,1,2,0,0,X,14,8,newmk001,R,brebj001,R,morac001,,,43/G-,F,2,0,93
4025,PIT201907250,SLN,1,1,0,1,2,BFSS,2,0,fraza001,L,mikom001,R,,,,K,T,3,0,7
4026,PIT201907250,SLN,1,1,1,0,1,CX,2,0,reynb001,L,mikom001,R,,,,53/G,F,2,0,8
4027,PIT201907250,SLN,1,1,2,1,2,CBFS,2,0,marts002,R,mikom001,R,,,,K,F,3,0,9
4031,PIT201907250,SLN,2,1,0,3,1,BBBFB,2,0,bellj005,L,mikom001,R,,,,W,T,14,0,13
4032,PIT201907250,SLN,2,1,0,1,2,FFBS,2,0,morac001,L,mikom001,R,bellj005,,,K,F,3,0,14
4033,PIT201907250,SLN,2,1,1,0,1,FX,2,0,dickc002,L,mikom001,R,bellj005,,,7/F,F,2,0,15
