Date,Vis_Team,Inning,Batting,Outs,Balls,Strikes,Pitch_Sequence,Vis_Score,Home_Score,Batter,Batter_Hand,Pitcher,Pitcher_Hand,First_Runner,Second_Runner,Third_Runner,Event_Text,Is_Leadoff,Event_Type,RBI,Event_Number
PIT201904010,SLN,1,0,0,3,2,CBBSFBC,0,0,carpm002,L,archc001,R,,,,K,T,3,0,1
PIT201904010,SLN,1,0,1,3,2,BBCBFFB,0,0,goldp001,R,archc001,R,,,,W,F,14,0,2
PIT201904010,SLN,1,0,1,0,2,SSS,0,0,dejop001,R,archc001,R,goldp001,,,K,F,3,0,3
PIT201904010,SLN,1,0,2,2,1,BBSX,0,0,ozunm001,R,archc001,R,goldp001,,,9/F+,F,2,0,4
PIT201904010,SLN,1,1,0,3,1,BBBCB,0,0,fraza001,L,waina001,R,,,,W,T,14,0,5
PIT201904010,SLN,1,1,0,3,2,B*BC1SFB*B,0,0,marts002,R,waina001,R,fraza001,,,W.1-2,F,14,0,6
PIT201904010,SLN,1,1,0,3,2,BBFBSX,0,0,dickc002,L,waina001,R,marts002,fraza001,,31/G.2-3;1-2,F,2,0,7
PIT201904010,SLN,1,1,1,2,1,BBCX,0,0,bellj005,L,waina001,R,,marts002,fraza001,43/G+.3-H;2-3,F,2,1,8
PIT201904010,SLN,1,1,2,3,1,BBBCB,0,1,cervf001,R,waina001,R,,,marts002,W,F,14,0,9
PIT201904010,SLN,1,1,2,0,0,X,0,1,morac001,L,waina001,R,cervf001,,marts002,D9/L+.3-H;1-H,F,21,2,10
PIT201904010,SLN,1,1,2,2,2,CBCBX,0,3,reyep001,R,waina001,R,,morac001,,6/P,F,2,0,11
PIT201904010,SLN,2,0,0,1,2,CBCX,0,3,moliy001,R,archc001,R,,,,7/L,T,2,0,12
PIT201904010,SLN,2,0,1,1,1,BSX,0,3,fowld001,L,archc001,R,,,,31/G,F,2,0,13
PIT201904010,SLN,2,0,2,3,2,BFBCBB,0,3,wongk001,L,archc001,R,,,,W,F,14,0,14
PIT201904010,SLN,2,0,2,1,2,BCF1C,0,3,badeh001,R,archc001,R,wongk001,,,K,F,3,0,15
PIT201904010,SLN,2,1,0,1,2,BSFC,0,3,gonze004,R,waina001,R,,,,K,T,3,0,16
PIT201904010,SLN,2,1,1,1,2,FCBC,0,3,archc001,R,waina001,R,,,,K,F,3,0,17
PIT201904010,SLN,2,1,2,2,1,BBFX,0,3,fraza001,L,waina001,R,,,,63/G+,F,2,0,18
PIT201904010,SLN,3,0,0,3,2,BFBFBB,0,3,waina001,R,archc001,R,,,,W,T,14,0,19
PIT201904010,SLN,3,0,0,1,2,C*BFFX,0,3,carpm002,L,archc001,R,waina001,,,6/P,F,2,0,20
PIT201904010,SLN,3,0,1,1,2,SF*BFS,0,3,goldp001,R,archc001,R,waina001,,,K,F,3,0,21
PIT201904010,SLN,3,0,2,0,1,SH,0,3,dejop001,R,archc001,R,waina001,,,HP.1-2,F,16,0,22
PIT201904010,SLN,3,0,2,2,2,CCBBFS,0,3,ozunm001,R,archc001,R,dejop001,waina001,,K,F,3,0,23
PIT201904010,SLN,3,1,0,1,0,BX,0,3,marts002,R,waina001,R,,,,S7/L,T,20,0,24
PIT201904010,SLN,3,1,0,1,1,1S11BX,0,3,dickc002,L,waina001,R,marts002,,,DGR/78/F.1-3,F,21,0,25
PIT201904010,SLN,3,1,0,3,1,B*BBCX,0,3,bellj005,L,waina001,R,,dickc002,marts002,7/L/SF.3-H,F,2,1,26
PIT201904010,SLN,3,1,1,3,2,TBFBBC,0,4,cervf001,R,waina001,R,,dickc002,,K,F,3,0,27
PIT201904010,SLN,3,1,2,3,0,VVVV,0,4,morac001,L,waina001,R,,dickc002,,IW,F,15,0,28
PIT201904010,SLN,3,1,2,1,1,CBX,0,4,reyep001,R,waina001,R,morac001,dickc002,,9/F,F,2,0,29
PIT201904010,SLN,4,0,0,1,1,CBX,0,4,moliy001,R,archc001,R,,,,43/G,T,2,0,30
PIT201904010,SLN,4,0,1,3,1,BBBCX,0,4,fowld001,L,archc001,R,,,,S7/L,F,20,0,31
PIT201904010,SLN,4,0,1,0,0,X,0,4,wongk001,L,archc001,R,fowld001,,,8/F,F,2,0,32
PIT201904010,SLN,4,0,2,1,2,SBSB,0,4,badeh001,R,archc001,R,fowld001,,,CS2(24),F,6,0,33
PIT201904010,SLN,4,1,0,0,0,X,0,4,gonze004,R,waina001,R,,,,S8/G,T,20,0,34
PIT201904010,SLN,4,1,0,1,2,BLOX,0,4,archc001,R,waina001,R,gonze004,,,24/BG/SH/DP.1X3(456),F,2,0,35
PIT201904010,SLN,4,1,2,2,0,BBX,0,4,fraza001,L,waina001,R,,,,3/G,F,2,0,36
PIT201904010,SLN,5,0,0,2,1,CBBX,0,4,badeh001,R,archc001,R,,,,S7/G,T,20,0,37
PIT201904010,SLN,5,0,0,1,2,.BSSS,0,4,robid003,L,archc001,R,badeh001,,,K,F,3,0,38
PIT201904010,SLN,5,0,1,3,2,BSCFFB*B1C,0,4,carpm002,L,archc001,R,badeh001,,,K,F,3,0,39
PIT201904010,SLN,5,0,2,2,2,CBFBFFFS,0,4,goldp001,R,archc001,R,badeh001,,,K,F,3,0,40
PIT201904010,SLN,5,1,0,0,0,.X,0,4,marts002,R,brebj001,R,,,,9/F,T,2,0,41
PIT201904010,SLN,5,1,1,0,2,CFX,0,4,dickc002,L,brebj001,R,,,,9/L,F,2,0,42
PIT201904010,SLN,5,1,2,3,2,BBFSBFX,0,4,bellj005,L,brebj001,R,,,,23/G-,F,2,0,43
PIT201904010,SLN,6,0,0,3,2,.BFBSBS,0,4,dejop001,R,crick001,R,,,,K,T,3,0,44
PIT201904010,SLN,6,0,1,1,2,CBCS,0,4,ozunm001,R,crick001,R,,,,K,F,3,0,45
PIT201904010,SLN,6,0,2,1,0,BX,0,4,moliy001,R,crick001,R,,,,9/F,F,2,0,46
PIT201904010,SLN,6,1,0,3,2,SSBBBS,0,4,cervf001,R,brebj001,R,,,,K,T,3,0,47
PIT201904010,SLN,6,1,1,3,1,BBFBB,0,4,morac001,L,brebj001,R,,,,W,F,14,0,48
PIT201904010,SLN,6,1,1,1,2,SCBS,0,4,reyep001,R,brebj001,R,morac001,,,K,F,3,0,49
PIT201904010,SLN,6,1,2,0,0,X,0,4,gonze004,R,brebj001,R,morac001,,,9/L,F,2,0,50
PIT201904010,SLN,7,0,0,0,1,.CH,0,4,fowld001,L,rodrr008,R,,,,HP,T,16,0,51
PIT201904010,SLN,7,0,0,0,2,CSFX,0,4,wongk001,L,rodrr008,R,fowld001,,,HR/9/L.1-H,F,23,2,52
PIT201904010,SLN,7,0,0,3,2,CBBCBX,2,4,badeh001,R,rodrr008,R,,,,S4/G,F,20,0,53
PIT201904010,SLN,7,0,0,1,2,.1FSBFX,2,4,oneit001,R,rodrr008,R,badeh001,,,E5/FO/G.1-2,F,18,0,54
PIT201904010,SLN,7,0,0,3,2,.CBCB*BB,2,4,carpm002,L,lirif001,L,oneit001,badeh001,,W.2-3;1-2,F,14,0,55
PIT201904010,SLN,7,0,0,3,2,..FFBBBF*B,2,4,goldp001,R,kelak001,R,carpm002,oneit001,badeh001,W.3-H(UR);2-3;1-2,F,14,1,56
PIT201904010,SLN,7,0,0,2,1,BFBX,3,4,dejop001,R,kelak001,R,goldp001,carpm002,oneit001,8/F,F,2,0,57
PIT201904010,SLN,7,0,1,1,2,C*BFFFS,3,4,ozunm001,R,kelak001,R,goldp001,carpm002,oneit001,K,F,3,0,58
PIT201904010,SLN,7,0,2,2,2,FBF*BS,3,4,moliy001,R,kelak001,R,goldp001,carpm002,oneit001,K,F,3,0,59
PIT201904010,SLN,7,1,0,0,2,..CFFFFX,3,4,shucj001,L,leond003,R,,,,E8/L.B-2,T,18,0,60
PIT201904010,SLN,7,1,0,1,2,2BCFS,3,4,fraza001,L,leond003,R,,shucj001,,K,F,3,0,61
PIT201904010,SLN,7,1,1,0,2,FFX,3,4,marts002,R,leond003,R,,shucj001,,63/G.2-3,F,2,0,62
PIT201904010,SLN,7,1,2,3,2,..CBB*BFB,3,4,dickc002,L,milla002,L,,,shucj001,W,F,14,0,63
PIT201904010,SLN,7,1,2,2,0,BBH,3,4,bellj005,R,milla002,L,dickc002,,shucj001,HP.1-2,F,16,0,64
PIT201904010,SLN,7,1,2,3,2,.BBBCSX,3,4,cervf001,R,mayem001,R,bellj005,dickc002,shucj001,63/G,F,2,0,65
PIT201904010,SLN,8,0,0,0,2,.CSX,3,4,munoy001,R,burdn001,R,,,,S16/G-,T,20,0,66
PIT201904010,SLN,8,0,0,1,2,L1BSS,3,4,wongk001,L,burdn001,R,munoy001,,,K,F,3,0,67
PIT201904010,SLN,8,0,1,0,2,LCS,3,4,badeh001,R,burdn001,R,munoy001,,,K,F,3,0,68
PIT201904010,SLN,8,0,2,1,1,SB1B,3,4,oneit001,R,burdn001,R,munoy001,,,WP.1-2,F,9,0,69
PIT201904010,SLN,8,0,2,2,1,SB1B.X,3,4,oneit001,R,burdn001,R,,munoy001,,D7/L+.2-H,F,21,1,70
PIT201904010,SLN,8,0,2,1,2,...BFSS,4,4,carpm002,L,rivef001,L,,oneit001,,K,F,3,0,71
PIT201904010,SLN,8,1,0,1,1,SBX,4,4,morac001,L,mayem001,R,,,,HR/9/L,T,23,1,72
PIT201904010,SLN,8,1,0,0,1,CX,4,5,kangj001,R,mayem001,R,,,,8/F,F,2,0,73
PIT201904010,SLN,8,1,1,1,1,BSX,4,5,gonze004,R,mayem001,R,,,,4/P,F,2,0,74
PIT201904010,SLN,8,1,2,1,1,BCH,4,5,shucj001,L,mayem001,R,,,,HP,F,16,0,75
PIT201904010,SLN,8,1,2,1,1,1BSX,4,5,fraza001,L,mayem001,R,shucj001,,,S8/L.1-2,F,20,0,76
PIT201904010,SLN,8,1,2,3,2,S*B*BFBC,4,5,marts002,R,mayem001,R,fraza001,shucj001,,K,F,3,0,77
PIT201904010,SLN,9,0,0,2,2,BCSBX,4,5,goldp001,R,rivef001,L,,,,E6/G,T,18,0,78
PIT201904010,SLN,9,0,0,2,2,FFBFFBFX,4,5,dejop001,R,rivef001,L,goldp001,,,64(1)/FO/G,F,2,0,79
PIT201904010,SLN,9,0,1,0,0,.B,4,5,martj008,R,rivef001,L,dejop001,,,WP.1-2,F,9,0,80
PIT201904010,SLN,9,0,1,2,2,.B.CFBFX,4,5,martj008,R,rivef001,L,,dejop001,,D8/L+.2-H(UR),F,21,1,81
PIT201904010,SLN,9,0,1,0,2,.CSX,5,5,moliy001,R,rivef001,L,,flahj002,,4/P,F,2,0,82
PIT201904010,SLN,9,0,2,1,2,*BFSFX,5,5,munoy001,R,rivef001,L,,flahj002,,7/L,F,2,0,83
PIT201904010,SLN,9,1,0,3,2,.SBSBFBS,5,5,dickc002,L,hickj002,R,,,,K,T,3,0,84
PIT201904010,SLN,9,1,1,3,2,.FSBBBB,5,5,cabrm002,L,hickj002,R,,,,W,F,14,0,85
PIT201904010,SLN,9,1,1,0,1,.FX,5,5,cervf001,R,hickj002,R,newmk001,,,64(1)3/GDP,F,2,0,86
PIT201904010,SLN,10,0,0,1,2,.CBFFS,5,5,wongk001,L,braus002,L,,,,K,T,3,0,87
PIT201904010,SLN,10,0,1,3,1,BBBFB,5,5,badeh001,R,braus002,L,,,,W,F,14,0,88
PIT201904010,SLN,10,0,1,1,1,BS11X,5,5,oneit001,R,braus002,L,badeh001,,,54(1)3/GDP,F,2,0,89
PIT201904010,SLN,10,1,0,3,2,CBSBBX,5,5,morac001,L,hickj002,R,,,,9/F,T,2,0,90
PIT201904010,SLN,10,1,1,0,2,FCS,5,5,kangj001,R,hickj002,R,,,,K,F,3,0,91
PIT201904010,SLN,10,1,2,3,2,CBBFFBFX,5,5,gonze004,R,hickj002,R,,,,13/G-,F,2,0,92
PIT201904010,SLN,11,0,0,2,2,SBBCS,5,5,carpm002,L,braus002,L,,,,K,T,3,0,93
PIT201904010,SLN,11,0,1,1,0,BX,5,5,goldp001,R,braus002,L,,,,8/F,F,2,0,94
PIT201904010,SLN,11,0,2,0,0,X,5,5,dejop001,R,braus002,L,,,,S8/G,F,20,0,95
PIT201904010,SLN,11,0,2,3,1,.BC*BBH,5,5,wietm001,R,braus002,L,dejop001,,,HP.1-2,F,16,0,96
PIT201904010,SLN,11,0,2,3,2,CBBSBB,5,5,moliy001,R,braus002,L,wietm001,dejop001,,W.2-3;1-2,F,14,0,97
PIT201904010,SLN,11,0,2,1,1,.BCB,5,5,munoy001,R,kingn001,R,moliy001,wietm001,dejop001,PB.3-H(NR);2-3;1-2,F,10,0,98
PIT201904010,SLN,11,0,2,3,1,.BCB.BB,6,5,munoy001,R,kingn001,R,,moliy001,wietm001,W.3XH(242),F,14,0,99
PIT201904010,SLN,11,1,0,0,1,...CX,6,5,shucj001,L,gantj002,R,,,,13/G,T,2,0,100
PIT201904010,SLN,11,1,1,3,1,CBBBB,6,5,fraza001,L,gantj002,R,,,,W,F,14,0,101
PIT201904010,SLN,11,1,1,2,2,B11FFBX,6,5,marts002,R,gantj002,R,fraza001,,,46(1)3/GDP,F,2,0,102
PIT201904030,SLN,1,0,0,1,2,FBFX,0,0,carpm002,L,tailj001,R,,,,7/F,T,2,0,1
PIT201904030,SLN,1,0,1,1,2,SFBC,0,0,goldp001,R,tailj001,R,,,,K,F,3,0,2
PIT201904030,SLN,1,0,2,1,0,BX,0,0,dejop001,R,tailj001,R,,,,63/G,F,2,0,3
PIT201904030,SLN,1,1,0,2,1,BBTX,0,0,fraza001,L,mikom001,R,,,,D8/F,T,21,0,4
PIT201904030,SLN,1,1,0,0,2,CFFFS,0,0,marts002,R,mikom001,R,,fraza001,,K,F,3,0,5
PIT201904030,SLN,1,1,1,2,1,*BCBX,0,0,cervf001,R,mikom001,R,,fraza001,,E9/F.2-3,F,18,0,6
PIT201904030,SLN,1,1,1,3,1,BCBBB,0,0,bellj005,L,mikom001,R,cervf001,,fraza001,W.1-2,F,14,0,7
PIT201904030,SLN,1,1,1,1,2,CBFX,0,0,kangj001,R,mikom001,R,bellj005,cervf001,fraza001,54(1)3/GDP,F,2,0,8
PIT201904030,SLN,2,0,0,0,1,CX,0,0,martj008,R,tailj001,R,,,,63/G,T,2,0,9
PIT201904030,SLN,2,0,1,0,0,X,0,0,moliy001,R,tailj001,R,,,,S8/L,F,20,0,10
PIT201904030,SLN,2,0,1,1,2,S*BLX,0,0,fowld001,L,tailj001,R,moliy001,,,45(1)/FO/G-,F,2,0,11
PIT201904030,SLN,2,0,2,2,2,*B+1CBF*B,0,0,wongk001,L,tailj001,R,fowld001,,,SB2,F,4,0,12
PIT201904030,SLN,2,0,2,3,2,*B+1CBF*B.S,0,0,wongk001,L,tailj001,R,,fowld001,,K,F,3,0,13
PIT201904030,SLN,2,1,0,1,0,BX,0,0,cabrm002,L,mikom001,R,,,,7/L,T,2,0,14
PIT201904030,SLN,2,1,1,2,2,CBBFX,0,0,shucj001,L,mikom001,R,,,,S6/G,F,20,0,15
PIT201904030,SLN,2,1,1,0,0,1X,0,0,gonze004,R,mikom001,R,shucj001,,,T9/L.1-H,F,22,1,16
PIT201904030,SLN,2,1,1,1,2,SBCS,0,1,tailj001,R,mikom001,R,,,gonze004,K,F,3,0,17
PIT201904030,SLN,2,1,2,2,2,BFCFBX,0,1,fraza001,L,mikom001,R,,,gonze004,S9/G.3-H,F,20,1,18
PIT201904030,SLN,2,1,2,1,1,F1BS,0,2,marts002,R,mikom001,R,fraza001,,,SB2,F,4,0,19
PIT201904030,SLN,2,1,2,2,2,F1BS.*BX,0,2,marts002,R,mikom001,R,,fraza001,,13/G,F,2,0,20
PIT201904030,SLN,3,0,0,1,1,CBX,0,2,badeh001,R,tailj001,R,,,,9/L+,T,2,0,21
PIT201904030,SLN,3,0,1,0,1,SX,0,2,mikom001,R,tailj001,R,,,,S5/G-,F,20,0,22
PIT201904030,SLN,3,0,1,3,2,FCBBBFS,0,2,carpm002,L,tailj001,R,mikom001,,,K,F,3,0,23
PIT201904030,SLN,3,0,2,0,0,X,0,2,goldp001,R,tailj001,R,mikom001,,,9/F,F,2,0,24
PIT201904030,SLN,3,1,0,0,1,FX,0,2,cervf001,R,mikom001,R,,,,7/F,T,2,0,25
PIT201904030,SLN,3,1,1,0,1,CX,0,2,bellj005,L,mikom001,R,,,,43/G,F,2,0,26
PIT201904030,SLN,3,1,2,3,2,CSBFBFBX,0,2,kangj001,R,mikom001,R,,,,HR/7/F,F,23,1,27
PIT201904030,SLN,3,1,2,1,0,BX,0,3,cabrm002,L,mikom001,R,,,,D9/L,F,21,0,28
PIT201904030,SLN,3,1,2,3,0,BBBB,0,3,shucj001,L,mikom001,R,,cabrm002,,W,F,14,0,29
PIT201904030,SLN,3,1,2,0,1,CX,0,3,gonze004,R,mikom001,R,shucj001,cabrm002,,13/G,F,2,0,30
PIT201904030,SLN,4,0,0,1,0,BX,0,3,dejop001,R,tailj001,R,,,,63/G,T,2,0,31
PIT201904030,SLN,4,0,1,1,2,CBFFX,0,3,martj008,R,tailj001,R,,,,13/G,F,2,0,32
PIT201904030,SLN,4,0,2,0,2,CSS,0,3,moliy001,R,tailj001,R,,,,K,F,3,0,33
PIT201904030,SLN,4,1,0,1,1,CBX,0,3,tailj001,R,mikom001,R,,,,43/G,T,2,0,34
PIT201904030,SLN,4,1,1,3,2,BBBFFX,0,3,fraza001,L,mikom001,R,,,,D/L/FINT,F,21,0,35
PIT201904030,SLN,4,1,1,0,2,CTFFX,0,3,marts002,R,mikom001,R,,fraza001,,13/G-.2-3,F,2,0,36
PIT201904030,SLN,4,1,2,0,0,X,0,3,cervf001,R,mikom001,R,,,fraza001,63/G,F,2,0,37
PIT201904030,SLN,5,0,0,3,2,CBSBBX,0,3,fowld001,L,tailj001,R,,,,63/G,T,2,0,38
PIT201904030,SLN,5,0,1,1,1,CBX,0,3,wongk001,L,tailj001,R,,,,43/G,F,2,0,39
PIT201904030,SLN,5,0,2,1,2,CBSX,0,3,badeh001,R,tailj001,R,,,,9/L,F,2,0,40
PIT201904030,SLN,5,1,0,1,2,BCFFX,0,3,bellj005,L,mikom001,R,,,,43/G,T,2,0,41
PIT201904030,SLN,5,1,1,2,2,CBFBFX,0,3,kangj001,R,mikom001,R,,,,13/G,F,2,0,42
PIT201904030,SLN,5,1,2,1,2,CFFBX,0,3,cabrm002,L,mikom001,R,,,,43/G,F,2,0,43
PIT201904030,SLN,6,0,0,1,0,.BX,0,3,robid003,L,tailj001,R,,,,5/P,T,2,0,44
PIT201904030,SLN,6,0,1,1,1,CBX,0,3,carpm002,L,tailj001,R,,,,4/L,F,2,0,45
PIT201904030,SLN,6,0,2,3,2,CBBBCX,0,3,goldp001,R,tailj001,R,,,,43/G,F,2,0,46
PIT201904030,SLN,6,1,0,0,1,.CX,0,3,shucj001,L,leond003,R,,,,3/G,T,2,0,47
PIT201904030,SLN,6,1,1,0,2,CSS,0,3,gonze004,R,leond003,R,,,,K,F,3,0,48
PIT201904030,SLN,6,1,2,3,2,BBBCSC,0,3,tailj001,R,leond003,R,,,,K,F,3,0,49
PIT201904030,SLN,7,0,0,2,2,BCFBX,0,3,dejop001,R,tailj001,R,,,,HR/78/F,T,23,1,50
PIT201904030,SLN,7,0,0,1,2,CBCX,1,3,martj008,R,tailj001,R,,,,63/G,F,2,0,51
PIT201904030,SLN,7,0,1,0,0,X,1,3,moliy001,R,tailj001,R,,,,8/F,F,2,0,52
PIT201904030,SLN,7,0,2,2,2,BCBSC,1,3,fowld001,L,tailj001,R,,,,K,F,3,0,53
PIT201904030,SLN,7,1,0,3,2,..CBBBFFX,1,3,fraza001,L,mayem001,R,,,,63/G,T,2,0,54
PIT201904030,SLN,7,1,1,1,2,CBFX,1,3,marts002,R,mayem001,R,,,,63/G,F,2,0,55
PIT201904030,SLN,7,1,2,3,2,BCBSBFB,1,3,cervf001,R,mayem001,R,,,,W,F,14,0,56
PIT201904030,SLN,7,1,2,3,2,BCC*BBS,1,3,bellj005,L,mayem001,R,cervf001,,,K,F,3,0,57
PIT201904030,SLN,8,0,0,3,0,..BBBB,1,3,wongk001,L,kelak001,R,,,,W,T,14,0,58
PIT201904030,SLN,8,0,0,1,0,BX,1,3,badeh001,R,kelak001,R,wongk001,,,HR/8/F.1-H,F,23,2,59
PIT201904030,SLN,8,0,0,1,1,CBX,3,3,oneit001,R,kelak001,R,,,,53/G,F,2,0,60
PIT201904030,SLN,8,0,1,2,1,BCBX,3,3,carpm002,L,kelak001,R,,,,D9/F,F,21,0,61
PIT201904030,SLN,8,0,1,2,2,FFF*BBFFX,3,3,goldp001,R,kelak001,R,,carpm002,,6/P,F,2,0,62
PIT201904030,SLN,8,0,2,3,2,*BSSBBFS,3,3,dejop001,R,kelak001,R,,carpm002,,K,F,3,0,63
PIT201904030,SLN,8,1,0,3,2,CBBSBX,3,3,kangj001,R,mayem001,R,,,,8/F,T,2,0,64
PIT201904030,SLN,8,1,1,2,2,..SBFBFX,3,3,dickc002,L,milla002,L,,,,13/G-,F,2,0,65
PIT201904030,SLN,8,1,2,0,2,CFC,3,3,shucj001,L,milla002,L,,,,K,F,3,0,66
PIT201904030,SLN,9,0,0,3,2,.BBCCBFFFX,3,3,martj008,R,crick001,R,,,,8/F,T,2,0,67
PIT201904030,SLN,9,0,1,0,1,CX,3,3,moliy001,R,crick001,R,,,,3/P,F,2,0,68
PIT201904030,SLN,9,0,2,1,2,.SBSS,3,3,munoy001,R,crick001,R,,,,K,F,3,0,69
PIT201904030,SLN,9,1,0,3,2,.BCSBBFB,3,3,gonze004,R,gantj002,R,,,,W,T,14,0,70
PIT201904030,SLN,9,1,0,1,0,1BS,3,3,reyep001,R,gantj002,R,gonze004,,,SB2,F,4,0,71
PIT201904030,SLN,9,1,0,2,2,1BS.2FBS,3,3,reyep001,R,gantj002,R,,gonze004,,K,F,3,0,72
PIT201904030,SLN,9,1,1,0,2,FFX,3,3,fraza001,L,gantj002,R,,gonze004,,5/L,F,2,0,73
PIT201904030,SLN,9,1,2,1,1,F*BX,3,3,marts002,R,gantj002,R,,gonze004,,53/G,F,2,0,74
PIT201904030,SLN,10,0,0,2,2,.FBFFBFX,3,3,wongk001,L,burdn001,R,,,,T9/F,T,22,0,75
PIT201904030,SLN,10,0,0,3,2,BBCSBF*B,3,3,badeh001,R,burdn001,R,,,wongk001,W,F,14,0,76
PIT201904030,SLN,10,0,0,1,1,SBX,3,3,oneit001,R,burdn001,R,badeh001,,wongk001,S9/G.3-H;1-2,F,20,1,77
PIT201904030,SLN,10,0,0,0,0,.X,4,3,carpm002,L,lirif001,L,oneit001,badeh001,,8/F,F,2,0,78
PIT201904030,SLN,10,0,1,3,0,BBBB,4,3,goldp001,R,lirif001,L,oneit001,badeh001,,W.2-3;1-2,F,14,0,79
PIT201904030,SLN,10,0,1,2,1,B*BFS,4,3,dejop001,R,lirif001,L,goldp001,oneit001,badeh001,WP.3-H(NR);2-3;1-2,F,9,0,80
PIT201904030,SLN,10,0,1,2,2,B*BFS.C,5,3,dejop001,R,lirif001,L,,goldp001,oneit001,K,F,3,0,81
PIT201904030,SLN,10,0,2,0,2,SFX,5,3,martj008,R,lirif001,L,,goldp001,oneit001,43/G,F,2,0,82
PIT201904030,SLN,10,1,0,0,0,.X,5,3,cervf001,R,reyea004,R,,,,S7/L,T,20,0,83
PIT201904030,SLN,10,1,0,0,0,X,5,3,bellj005,L,reyea004,R,cervf001,,,7/L,F,2,0,84
PIT201904030,SLN,10,1,1,3,2,*BBBCCB,5,3,kangj001,R,reyea004,R,cervf001,,,W.1-2,F,14,0,85
PIT201904030,SLN,10,1,1,3,1,.F*BBB*B,5,3,morac001,L,reyea004,R,kangj001,cervf001,,W.2-3;1-2,F,14,0,86
PIT201904030,SLN,10,1,1,3,1,..C*BBBB,5,3,shucj001,L,hudsd002,R,newmk001,kangj001,cervf001,W.3-H;2-3;1-2,F,14,1,87
PIT201904030,SLN,10,1,1,0,2,CFX,5,4,gonze004,R,hudsd002,R,shucj001,newmk001,kangj001,3/P3F,F,2,0,88
PIT201904030,SLN,10,1,2,2,1,BBSX,5,4,reyep001,R,hudsd002,R,shucj001,newmk001,kangj001,63/G,F,2,0,89
PIT201904040,CIN,1,0,0,2,1,BBTX,0,0,winkj002,L,lylej001,R,,,,43/G,T,2,0,1
PIT201904040,CIN,1,0,1,3,2,CBSBBB,0,0,vottj001,L,lylej001,R,,,,W,F,14,0,2
PIT201904040,CIN,1,0,1,1,1,FBX,0,0,puigy001,R,lylej001,R,vottj001,,,14(1)/FO/G,F,2,0,3
PIT201904040,CIN,1,0,2,0,1,S1X,0,0,suare001,R,lylej001,R,puigy001,,,53/G,F,2,0,4
PIT201904040,CIN,1,1,0,1,0,BX,0,0,fraza001,L,mahlt001,R,,,,63/G,T,2,0,5
PIT201904040,CIN,1,1,1,0,1,CX,0,0,marts002,R,mahlt001,R,,,,63/G,F,2,0,6
PIT201904040,CIN,1,1,2,0,1,CX,0,0,cervf001,R,mahlt001,R,,,,53/G,F,2,0,7
PIT201904040,CIN,2,0,0,0,2,FSX,0,0,sches001,L,lylej001,R,,,,7/F,T,2,0,8
PIT201904040,CIN,2,0,1,1,0,BX,0,0,peraj003,R,lylej001,R,,,,7/L+,F,2,0,9
PIT201904040,CIN,2,0,2,3,2,BBFSBX,0,0,barnt001,L,lylej001,R,,,,D8/L+,F,21,0,10
PIT201904040,CIN,2,0,2,3,0,VVVV,0,0,iglej001,R,lylej001,R,,barnt001,,IW,F,15,0,11
PIT201904040,CIN,2,0,2,1,2,CFFBS,0,0,mahlt001,R,lylej001,R,iglej001,barnt001,,K23,F,3,0,12
PIT201904040,CIN,2,1,0,2,1,CBBX,0,0,bellj005,L,mahlt001,R,,,,53/G,T,2,0,13
PIT201904040,CIN,2,1,1,2,2,BCBFC,0,0,kangj001,R,mahlt001,R,,,,K,F,3,0,14
PIT201904040,CIN,2,1,2,1,1,BCX,0,0,cabrm002,L,mahlt001,R,,,,S65/G-,F,20,0,15
PIT201904040,CIN,2,1,2,2,1,BCBX,0,0,shucj001,L,mahlt001,R,cabrm002,,,7/F7LF,F,2,0,16
PIT201904040,CIN,3,0,0,1,2,BCTX,0,0,winkj002,L,lylej001,R,,,,8/F,T,2,0,17
PIT201904040,CIN,3,0,1,0,0,X,0,0,vottj001,L,lylej001,R,,,,7/F,F,2,0,18
PIT201904040,CIN,3,0,2,3,0,BBBX,0,0,puigy001,R,lylej001,R,,,,8/F+,F,2,0,19
PIT201904040,CIN,3,1,0,1,1,CBX,0,0,newmk001,R,mahlt001,R,,,,9/F,T,2,0,20
PIT201904040,CIN,3,1,1,2,2,BCBCFS,0,0,lylej001,R,mahlt001,R,,,,K,F,3,0,21
PIT201904040,CIN,3,1,2,1,2,CSBFX,0,0,fraza001,L,mahlt001,R,,,,S7/L,F,20,0,22
PIT201904040,CIN,3,1,2,0,1,FF,0,0,marts002,R,mahlt001,R,fraza001,,,SB2,F,4,0,23
PIT201904040,CIN,3,1,2,0,2,FF.S,0,0,marts002,R,mahlt001,R,,fraza001,,K,F,3,0,24
PIT201904040,CIN,4,0,0,2,2,CBBFX,0,0,suare001,R,lylej001,R,,,,63/G,T,2,0,25
PIT201904040,CIN,4,0,1,3,2,BFBSFBB,0,0,sches001,L,lylej001,R,,,,W,F,14,0,26
PIT201904040,CIN,4,0,1,0,2,FFX,0,0,peraj003,R,lylej001,R,sches001,,,S8/L.1-2,F,20,0,27
PIT201904040,CIN,4,0,1,1,1,*BCX,0,0,barnt001,L,lylej001,R,peraj003,sches001,,56(1)3/GDP,F,2,0,28
PIT201904040,CIN,4,1,0,1,2,FCBS,0,0,cervf001,R,mahlt001,R,,,,K,T,3,0,29
